name,idf,imdb_score,genres,release,countries,directors,actors,summary
Welcome to Acapulco 2019,https://www.imdb.com/title/tt6047374,,"['اکشن', 'کمدی', 'هیجان انگیز']",2019,['مکزیک'],['guillermo iván'],"['ana serradilla', 'Michael Kingsbaker', 'michael madsen']",مت بوث یک طراح بازی های ویدیویی است که حرفه اش در شرف نابودی قرار دارد و تنها یک فرصت دارد که حرفه خود را نجات دهد. مت باید از بزرگترین پروژه خود در مراسم جوایز بازی های ویدیویی که در ایالت نیومکزیکو برگزار می شود، رونمایی کند. اما هنگامی که در فرودگاه با یکی دوستانش برخورد می کند، سر از کشور مکزیک در می آورد! در واقع او سوار هواپیمای اشتباهی شده و در شهر بندری آکاپولکوی مکزیک فرود می آید. مت به محض پیاده شدن از هواپیما، وارد موقعیتی می شود که همواره باید از دست جنایتکارهای قدرتمند، آدمکش های مرگبار و ماموران فدرال فرار کند.
Welcome To Mercy 2018,https://www.imdb.com/title/tt2233979,,['هیجان انگیز'],2018,['آمریکا'],['tommy bertelsen'],"['lily newmark', 'eileen davies', 'Victoria Sokolova']",در خلاصه داستان این فیلم ترسناک و مهیج آمده است ، هنگامی که مادالین نشانه‎ها و علائم عجیبی را در خود مشاهده می‎کند ، او به کلیسایی مرموز می‎رود و به نظر می‎رسد تنها کسی که مادالین می‎تواند به او اعتماد کند دوستش آگوست می‎باشد. آنها باید با کمک یکدیگر به مقابله با موجودی خبیث بپردازند که…
Welcome to Sudden Death 2020,https://www.imdb.com/title/tt10804786,,"['اکشن', 'درام', 'هیجان انگیز', 'اکشن', 'درام', 'هیجان انگیز']",2020,['آمریکا'],['Dallas Jackson'],"['michael jai white', 'michael eklund', 'Sabryn Rock']",دنباله فیلم اکشن ژان کلود وان دام در سال 1995. جسی فریمن افسر سابق گارد ویژه و‌ کارشناس مواد منفجره اکنون به عنوان نگهبان پیشرفته ترین سالن بسکتبال مشغول به کار است؛ گروهی از تروریست های خبره در شب افتتاحیه مالک تیم و دختر جسی را می ربایند.
Welcome to the Rileys 2010,https://www.imdb.com/title/tt1183923,,['درام'],2010,"['آمریکا', 'انگلستان']",['Jake Scott'],"['James Gandolfini', 'kristen stewart', 'melissa leo']",مردی که در زندگیش از مشکلات زیادی آسیب دیده است، در یک سفر کاری به دختر جوانی برمیخورد و تصمیم می گیرد از او مراقبت کند...
Wendy 2020,https://www.imdb.com/title/tt2420124,,"['درام', 'فانتزی', 'درام', 'فانتزی']",2020,['آمریکا'],['Benh Zeitlin'],"['Devin France', 'Yashua Mack', 'Gage Naquin']",وندی که در یک جزیره اسرارآمیز گم شده جایی که پیری و زمان جدا می شوند ، باید برای نجات خانواده ، آزادی خود و روحیه شادی جوانان از مخاطرات کشنده رشد و بزرگ شدن بجنگد و…
Wendy and Lucy 2008,https://www.imdb.com/title/tt1152850,7.1,['درام'],2008,['آمریکا'],['Kelly Reichardt'],"['michelle williams', 'Lucy', 'David Koppell']",زن جوانی به نام «وندی» به امید شروع یک زندگی جدید، به همراه سگ خود، به سمت آلاسکا حرکت می‌کند. در میانه‌ی راه، اتومبیل او خراب می‌شود و پس از آن، سگش را نیز گم می‌کند. او که وضعیت مالی خوبی ندارد با به‌وجود آمدن این شرایط، بیش از پیش، مستاصل شده و جهت برون رفت از آن، بدترین تصمیمات ممکن را اتخاذ می‌کند.
We're All Going to the World's Fair 2021,https://www.imdb.com/title/tt13648224,,"['ترسناک', 'درام']",2021,['آمریکا'],['Jane Schoenbrun'],"['Theo Anthony', 'Anna Cobb', 'Holly Anne Frink']",داستان دختر نوجوانی به نام کیسی که به تنهایی در اتاق زیر شیروانی خانه زندگی می کند. او اخیرا در یک بازی ترسناک آنلاین غرق شده و اتفاقاتی در بازی برایش رقم می خورد که مشابه آن در زندگی واقعی اش نیز رخ داده است.
Werewolf by Night 2022,https://www.imdb.com/title/tt15318872,7.1,"['اکشن', 'کمدی', 'ماجراجویی', 'اکشن', 'ماجراجویی', 'کمدی']",2022,['آمریکا'],['Michael Giacchino'],"['gael garcía bernal', 'Laura Donnelly', 'Harriet Sansom Harris']",این فیلم داستان یک ابرقهرمان گرگ نما را روایت می کند که توسط توانایی هایش که از اجدادش به او رسیده است بر علیه شر مبارزه می کند
Werewolves Within 2021,https://www.imdb.com/title/tt9288692,,"['ترسناک', 'کمدی']",2021,['آمریکا'],['Josh Ruben'],"['Sam Richardson', 'Milana Vayntrub', 'George Basil']",یک طوفان شدید سبب گیر افتادن تمامی ساکنین یک شهر کوچک می‌شود و در این بین «فین» به همراه «سسیلی» می‌بایست ضمن برقراری نظم، حقیقت را در مورد موجود مرموزی که سبب وحشت افراد شده است، کشف کنند و...
West Side Story 1961,https://www.imdb.com/title/tt0055614,7.6,"['جنایی', 'درام', 'عاشقانه', 'موزیکال']",1961,['آمریکا'],"['Jerome Robbins', 'Robert Wise']","['Natalie Wood', 'George Chakiris', 'Richard Beymer']",اواخر تابستان ۱۹۵۷، خیابان‌های منهتن و رقابت بین دو گروه مهاجر. هر دو گروه تصمیم می‌گیرند در گردهمایی آخر شب به یکدیگر قدرت خود را نشان دهند. در کشاکش رقص و قدرت نمایی اتفاقی می‌افتد که فراتر از توان هر دو گروه هست…
West Side Story 2021,https://www.imdb.com/title/tt3581652,7.2,"['جنایی', 'درام', 'عاشقانه', 'موزیکال']",2021,['آمریکا'],['steven spielberg'],"['ansel elgort', 'Rachel Zegler', 'Ariana DeBose']","اقتباسی از فیلم معروف موزیکال ""West Side Story"" که در 1957 ساخته شد. داستان در مورد عشق ممنوعه و دشمنی بین ""Jets"" و ""Sharks""، دو گروه نوجوان خیابانی است که پیش زمینه نژادی متفاوتی با یکدیگر دارند."
Western 2017,https://www.imdb.com/title/tt5157326,,['درام'],2017,"['آلمان', 'اتریش', 'بلغارستان']",['valeska grisebach'],"['meinhard neumann', 'reinhardt wetrek', 'syuleyman alilov letifov']",یک گروه از کارگران ساختمانی آلمان، یک کار سخت را در یک مکان دور در حومه بلغارستان شروع می کنند. سرزمین های خارجی، احساس انسان را برای ماجراجویی بیدار می کند، اما با توجه به مانع و اختلافات فرهنگی با پیش داوری و بی اعتمادی مواجه می شوند و...
What A Girl Wants 2003,https://www.imdb.com/title/tt0286788,,"['خانوادگی', 'درام', 'کمدی']",2003,"['آمریکا', 'انگلستان']",['Dennie Gordon'],"['Amanda Bynes', 'colin firth', 'kelly preston']",دختری ۱۹ ساله که به همراه مادر خواننده اش در نیویورک زندگی میکند، قصد دارد تا پدر گمشده اش را که روزگاری در لندن زندگی میکرده پیدا کند. او به محض ورود به لندن متوجه تفاوت دو نوع زندگی در لندن و نیویورک میشود...
What are the Odds? 2019,https://www.imdb.com/title/tt12327140,,"['درام', 'درام']",2019,['هندوستان'],['Megha Ramaswamy'],"['Yashaswini Dayama', 'Karanvir Malhotra', 'abhay deol']",زندگی یک نوجوان سبک بار که با اعتراض به دوستی با پسری منتهی می‌شود و...
What Did Jack Do? 2017,https://www.imdb.com/title/tt11644096,,"['آهنگ', 'جنایی', 'درام', 'رازآلود', 'فانتزی', 'کمدی', 'هیجان انگیز', 'کمدی', 'فانتزی', 'درام']",2017,['آمریکا'],['David Lynch'],"['Jack Cruz', 'David Lynch', 'Toototabon']",داستان فیلم در مورد کارآگاهی (با بازی دیوید لینچ) است که از یک میمونِ متهم در مورد یک قتل بازجویی می‌کند.
What Dreams May Come 1998,https://www.imdb.com/title/tt0120889,,"['درام', 'عاشقانه', 'فانتزی']",1998,"['آمریکا', 'نیوزلند']",['Vincent Ward'],"['robin williams', 'cuba gooding jr.', 'Annabella Sciorra']",فیلم چه رویاهایی می آیند در مورد مردی به نام کریس نیلسن (با بازی رابین ویلیامز) است که در یک سانحه جان خود را از دست داده و روحش وارد بهشت می‌شود. اما زمانی که کریس متوجه می‌شود همسر عزیزش آنی (با بازی آنابلا شورا) به دلیل غم و اندوه ناشی از دست دادن او، خودکشی کرده است، سفری را برای پیوستن به همسرش از بهشت به دوزخ آغاز کرده و…
What Happened to Mr Cha? 2021,https://www.imdb.com/title/tt13667212,,"['درام', 'کمدی']",2021,['کره جنوبی'],['Dong-kyu Kim'],"['In-Pyo Cha', 'Jae-Ryong Song']",آقای چا فردی مشهوری هست که در یک سانحه در زیرآوار گیر میکند اما دوست ندارد که مردم عادی و رسانه ها او را در آن شرایط ببینند و...
What Happens in Vegas 2008,https://www.imdb.com/title/tt1033643,,"['عاشقانه', 'کمدی']",2008,['آمریکا'],['Tom Vaughan'],"['cameron diaz', 'Ashton Kutcher', 'Rob Corddry']",«جوی مک نالی» (کامرون دیاز) کارگزار موفق بورس در شبی که قصد برگزاری جشن تولد دوست پسرش را دارد، از سوی او طرد ‏می شود. همزمان «جک فول» جوان نیز که در کارگاه نجاری پدرش کار می کند، به خاطر تنبلی و از زیر کار در رفتن ‏اخراج می شود. . این دو نفر برای رهایی از دست ناراحتی به دامان الکل پناه می برند. آنها بعد از آشنایی تصادفی در ‏یک بار، برای فراموش کردن همه چیز به سوی لاس وگاس به راه می افتند...
What If 2013,https://www.imdb.com/title/tt1486834,,"['عاشقانه', 'کمدی']",2013,"['ایرلند', 'کانادا']",['Michael Dowse'],"['Daniel Radcliffe', 'Zoe Kazan', 'Megan Park']","""والاس"" که همیشه روابطی بی نتیجه داشته، به سرعت با ""چنتری""، که با دوست پسر قدیمی خود زندگی می کند، آشنا می شود. آنها با همدیگر به دنبال پاسخ به این پرسش هستند که چه می شود اگر بهترین دوست شما تبدیل به عشق زندگیتان شود..."
